game_id,commence_time,in_play,bookmaker,last_update,home_team,away_team,market,label,description,price,point
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetOnline.ag,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Over,,-105,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetOnline.ag,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Under,,-115,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetRivers,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Carolina Panthers,,600,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetRivers,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Green Bay Packers,,-1115,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetRivers,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Carolina Panthers,,-115,13.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetRivers,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Green Bay Packers,,-110,-13.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetRivers,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Over,,-109,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetRivers,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Under,,-115,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetMGM,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Carolina Panthers,,700,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetMGM,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Green Bay Packers,,-1100,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetMGM,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Carolina Panthers,,-115,13.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetMGM,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Green Bay Packers,,-105,-13.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetMGM,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Over,,-110,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetMGM,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Under,,-110,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,Bovada,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Carolina Panthers,,625,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,Bovada,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Green Bay Packers,,-1000,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,Bovada,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Carolina Panthers,,-110,13
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,Bovada,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Green Bay Packers,,-110,-13
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,Bovada,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Over,,-115,44
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,Bovada,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Under,,-105,44
016f76d8237e8d4eb62b9c2ef68381bb,11/2/2025,FALSE,DraftKings,10/30/2025,Cincinnati Bengals,Chicago Bears,h2h,Chicago Bears,,-148,
